ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,Expr1010,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma
DUA068,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Livro de Monteria, por castellão",Por classificar,,,,Cinegética,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA067,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Capitulos que El-Rei Dom Duarte fez quando em boa hora foi Rei,Ordenações de D. Duarte,Não aplicável,"As Ordenações de D. Duarte retiraram o seu nome da «Tavoa ou indice das materias ahi contidas redigido por aquelle monarcha, e de um discurso do mesmo príncipe sobre as virtudes do bom julgador, que antecedem a compilação». [História textual]: Chegaram até nós em três códices: um existente na Biblioteca Nacional (BN, COD. 9164) e dois outros conservados na Biblioteca da Academia das Ciências (Ms. 57 Azul, séc. XVIII; Ms. 1928 Azul, séc. XIX). Existem hoje três exemplares manuscritos das Ordenações de D. Duarte, um dos quais do século XV - o que foi pertença de Mateus Pereira de Sá, de José Seabra da Silva e do segundo Conde de Farrobo; um outro do século XVIII, cópia do anterior e que foi feita por Silva Aranha; finalmente, um terceiro, cópia deste último, realizado pelo oficial da Academia António Joaquim Moreira - aquele de que se serviu Herculano. O primeiro integra o património da Biblioteca Nacional de Lisboa; os demais o da Academia das Ciências. Dos três manuscritos citados é o da Biblioteca Nacional de Lisboa o mais antigo, tornando-se possível situá-lo c. 1436. Pertenceu, talvez, à biblioteca do rei D. Duarte e vem, frequentemente, identificado com o ""Livro das Ordenações dos Reys"" que figurava entre os manuscritos da livraria deste monarca. João Pedro Ribeiro, todavia, questionou semelhante identificação ao reportar o título de Livro das Ordenações ou Livro das Ordenações do Reyno ao Livro das Leis e Posturas. Herculano, é certo, criticou longamente as asserções de João Pedro Ribeiro, mas, abalando a identificação, não lhe obstam em definitivo. [Conteúdo] Abrem, como houve oportunidade de referir, com uma tavoa (ou índice) que ""campos O muy alto E muy excellente El Rey dom Eduarte"" (fols. 02 a 022v), vindo, a seguir, o Capital/o das uertudes que se rrequerem a huum boom Julgador, traslado de parte do Leal Conselheiro. Entram, depois, até fols. 352v, na transcrição das leis, ordenações, degredos, constituições, estabelecimentos, concórdias, agravamentos e costumes, por ordem de reinados — de D. Afonso II; de D. Afonso III; de D. Dinis; de D. Afonso IV. A fols. 352v (e até 355) figura um pequeno tratado de Luís Gonçalves, tesoureiro da Sé de Évora; a fols. 356-357 foi intercalada, num bifólio solto, uma lei de D. Duarte, sobre a moeda, datada de 16 de outubro de 1436 e a fols. 358-358v, uma lei truncada e datada de 8 de dezembro de 1431; de fols. 361 a 362v vêm as leis da avoenga; de fols. 362v a 396 foi copiada uma exposição doutrinal; de fols. 397 a fols. 422 registaram-se leis e capítulos de cortes de D. João I; de fols. 422v a fols. 440v, depois de carta de João Mendes, várias leis de D. Duarte; e, finalmente, agravos gerais e respostas de Afonso IV (1352), uma lei de D. João I e uma declaração sobre o perdão geral de 1440 (D. Afonso V), lançada a seguir na presente edição, que foi escrita no códice a fols. 25v-26v. Com um ou outro desvio, na sua maior parte obedecem a um critério cronológico. João Pedro Ribeiro e Herculano viram nelas, como no Livro de Leis e Posturas, trabalho preparatório das Ordenações Afonsinas. Ainda do prisma da sistemática das Ordenações de D. Duarte interessa relevar a numeração de determinadas sequências normativas; a qualificação dos diversos estatutos como constituição, lei, capítulo, costume; e também a aposição de rubricas. O conteúdo das Ordenações de D. Duarte foi objeto de descrição integral por parte de João Pedro Ribeiro e de Alberto Alexandre Girard. Nem um nem outro, porém, identificou de forma clara o conteúdo da declaração de Luís Gonçalves, como não referiram a massa doutrinal que decorre de fols. 362v a 396. Na primeira, estamos ante uma árvore de parentesco, um género corrente da nossa Idade Média. Configura a inclusão de uma obra doutrinal em acervo legislativo. Já a massa doutrinal, que se espraia de fólios 362v a 396, vem, em contrapartida, semeada de autoridades - prudenciais e legais. Desdobra-se ela em trinta e quatro itens, numerados, sem interrupção, de 1 a 34, mas",Indisputada,Direito,Ordenamento jurídico português,Não aplicável,"Duarte (D.), Rei de Portugal","Filho de D. João I e de Filipa de Lencastre, conhecido como rei filósofo, colaborou ativamente nas empresas levadas a cabo pelo pai e seus irmãos, designadamente a tornada de Ceuta e Tânger, tornando-se colaborador e administrador dos negócios do reino logo após a conquista de Ceuta. Nasceu em Viseu em 1391, foi designado rei em 1433, morrendo muito cedo, provavelmente vitimado pela peste de 1438. Foi o grande animador cultural do seu tempo. o que o conduziu ao palco de acontecimentos relevantes, como os concílios de Basileia (1431) e de Florença (1434). onde terá estabelecido contactos valiosos para o enriquecimento da sua atividade intelectual. Ao mesmo tempo, impulsionou o desenvolvimento da cultura em Portugal, sobretudo através da especulação ideológica que se pode notar nas duas obras fundamentais. A sua influência manifestou-se em vários sectores da cultura pela sua ligação direta a projetos historiográficos e literários, sem esquecer a promoção de traduções de obras fundamentais, de que por vezes ele próprio se ocupou. Outro aspeto do desenvolvimento da cultura prende-se com a sua conceção moderna do Estado, de que deriva uma maior circulação de documentos escritos relacionados com a administração pública. Detentor de uma riquíssima biblioteca, com mais de oitenta volumes. acumulada decerto com a paixão do bibliófilo, mas, ao mesmo tempo, com um sentido didático evidente, se considerarmos que deve ter sido consultada pelos «homens de corte», a julgar pelas recomendações do próprio D. Duarte, aconselhando a leitura de algumas obras da sua biblioteca. Obras de sua autoria são o ‘Livro dos Conselhos (ou da Cartuxa)’; o ‘Leal Conselheiro’; o ‘Livro da Ensinança de Bem Cavalgar Toda Sela’. Devem-se-lhe ainda a compilação das ‘Ordenações de D. Duarte’, alem de ter sido o encomendante das “Crónicas de Fernão Lopes”, por si nomeado Cronista-Mor do Reino.",Compilador,1,Península Ibérica (Portugal),Viseu,40° 39′ 40″ N,7° 54′ 35″ W,Não aplicável,Jurídica,Indisputada,Baixa Idade Média (XIV-XV),1391,1438,
DUA066,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"O Livro de Romaqueya, em papel",Livro de Romaquia,,,,Contos morais e exemplares,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Moralidades,,Baixa Idade Média (XIV-XV),,,
DUA078,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livros das Trovas de El-rei,Livro das Trovas de D. Duarte,,,,Poesia lírica,Lírica peninsular,,"Duarte (D.), Rei de Portugal","Filho de D. João I e de Filipa de Lencastre, conhecido como rei filósofo, colaborou ativamente nas empresas levadas a cabo pelo pai e seus irmãos, designadamente a tornada de Ceuta e Tânger, tornando-se colaborador e administrador dos negócios do reino logo após a conquista de Ceuta. Nasceu em Viseu em 1391, foi designado rei em 1433, morrendo muito cedo, provavelmente vitimado pela peste de 1438. Foi o grande animador cultural do seu tempo. o que o conduziu ao palco de acontecimentos relevantes, como os concílios de Basileia (1431) e de Florença (1434). onde terá estabelecido contactos valiosos para o enriquecimento da sua atividade intelectual. Ao mesmo tempo, impulsionou o desenvolvimento da cultura em Portugal, sobretudo através da especulação ideológica que se pode notar nas duas obras fundamentais. A sua influência manifestou-se em vários sectores da cultura pela sua ligação direta a projetos historiográficos e literários, sem esquecer a promoção de traduções de obras fundamentais, de que por vezes ele próprio se ocupou. Outro aspeto do desenvolvimento da cultura prende-se com a sua conceção moderna do Estado, de que deriva uma maior circulação de documentos escritos relacionados com a administração pública. Detentor de uma riquíssima biblioteca, com mais de oitenta volumes. acumulada decerto com a paixão do bibliófilo, mas, ao mesmo tempo, com um sentido didático evidente, se considerarmos que deve ter sido consultada pelos «homens de corte», a julgar pelas recomendações do próprio D. Duarte, aconselhando a leitura de algumas obras da sua biblioteca. Obras de sua autoria são o ‘Livro dos Conselhos (ou da Cartuxa)’; o ‘Leal Conselheiro’; o ‘Livro da Ensinança de Bem Cavalgar Toda Sela’. Devem-se-lhe ainda a compilação das ‘Ordenações de D. Duarte’, alem de ter sido o encomendante das “Crónicas de Fernão Lopes”, por si nomeado Cronista-Mor do Reino.",,1,Península Ibérica (Portugal),Viseu,40° 39′ 40″ N,7° 54′ 35″ W,,Poesia,,Baixa Idade Média (XIV-XV),1391,1438,
DUA009,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Dialectica de Aristoteles,Tópicos (Topika),,,,Lógica,Oratória clássica,,Aristóteles,,,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,Filosofia e Artes liberais,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA021,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro dos Evangelhos,Evangeliário,,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA020,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Os Cadernos da Confissão que escreveu João Calado,Por classificar,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
DUA019,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Outro dito livro pequeno, que começa: Domino meo illustri potenti domino comite Nicolao de Petraldo",Indeterminada,,,,Desconhecido,Indeterminada,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Desconhecida,,Baixa Idade Média (XIV-XV),,,
DUA018,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Hum livro pequeno que começa: Si cupis esse memor,Indeterminada,,,,Filosofia,Indeterminada,,Raimundo Lúlio (Ramon Llull),,,1,Península Ibérica (Catalunha),Palma de Maiorca,39° 34′ 0″ N,2° 39′ 0″ E,,Filosofia e Artes liberais,,Idade Média Central (XI-XIII),,,
DUA017,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro da Quinta Essentia,Livro da Quinta Essência,,,,Alquimia,Alquimia,,Raimundo Lúlio (Ramon Llull),,,1,Península Ibérica (Catalunha),Palma de Maiorca,39° 34′ 0″ N,2° 39′ 0″ E,,Técnica,,Idade Média Central (XI-XIII),,,
DUA016,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Agricultura que foi de João Pereira,Sobre a Agricultura (De re rustica),,,,Agricultura,Agronomia romana,,Columela (Lucius Junius Moderatus Columella),,Autor,1,Península Ibérica,Gades (atual Cádis),36° 31′ 0″ N,6° 17′ 0″ W,,Técnica,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA015,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Declaraçam sobre as Epistolas de Seneca,Comentários às Epístolas de Séneca,Contam-se entre os diversos comentadores medievais,,,Filosofia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,Contam-se entre os diversos comentadores medievais,Filosofia e Artes liberais,,Baixa Idade Média (XIV-XV),,,
DUA013,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Regimento de príncipes picado de ouro nas tavoas e as cobertoiras vermelhas,Regimento de Príncipes,,,,Literatura didática,Ética cavaleiresca,,Gil de Roma,,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA022,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Actos dos Apostolos,Atos dos Apóstolos,,,,Bíblia / Escrituras,Textos sagrados,,"Lucas, o Evangelista",,,1,Próximo Oriente,Antioquia (atual Antakya),36° 12′ 0″ N,36° 9′ 0″ E,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA010,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Dialectica de Avicena (Liber de Syllogismo et Demonstratione),Sobre a Lógica,,,,Lógica,Filosofia islâmica,,Avicena (Ibn-Sina),,,1,Médio Oriente,Afshana,39° 46′ 0″ N,64° 25′ 0″ E,,Filosofia e Artes liberais,Indisputada,Idade Média Central (XI-XIII),,,
DUA007,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Breviairo,Breviário (geral),,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
DUA008,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Collações que foram do Arçobispo de Sam Thiago,Colações dos Padres (Collationes Patrum),,,,Espiritualidade cristã,Monaquismo oriental primitivo,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
DUA043,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Libro das Meditações de Santo Agostinho, e das Confissões",Meditações,,,,Teologia,Patrística ocidental,,Agostinho de Hipona (Augustinus),,,1,Norte de África,Tagaste (atual Souk Ahras),36° 17′ 0″ N,7° 57′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
DUA006,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Blivia,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA014,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Pastoral de letra antiga,Pastoral,,,,Espiritualidade cristã,Pastoral cristã,,"Gregório I, Papa",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
DUA004,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Collações que escreveu João Rodrigues,Colações dos Padres (Collationes Patrum),,,,Espiritualidade cristã,Monaquismo oriental primitivo,,João Cassiano (Johannes Cassianus),,,1,Europa de Leste,Scythia Menor (atual Dobruja),44° 19′ 0″ N,28° 30′ 0″ E,,Espiritualidade e religiosidade,,Antiguidade Tardia (III-VIII),,,
DUA003,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Viático,Viático,,,,Medicina,Medicina islâmica,,"Constantino, o Africano",,,1,Desconhecido,Cartago (atual Tunísia),36° 51′ 0″ N,10° 19′ 0″ E,,Médica,,Idade Média Central (XI-XIII),,,
DUA002,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Marco Paulo, latim e linguagem, em 1 volume",Livro de Marco Polo,,,,Viagens,Viagens ao oriente,,Marco Polo,,Autor,1,Península Itálica,Veneza,45° 26′ 0″ N,12° 20′ 0″ E,,Técnica,,Idade Média Central (XI-XIII),,,
DUA001,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Pontifical,Pontifical (Liber Pontificalis),,,,Historiografia,Renascimento carolíngio,,"Anastácio, o Bibliotecário (Anastasius Bibliothecarius)",,Autor,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,História,Indisputada,Alta Idade Média (VIII-XI),,,
DUA011,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Valerio Maximo,Feitos e ditos memoráveis (Facta et Dicta Memorabilia),,,,Contos morais e exemplares,Ética romana,,Valério Máximo (Gaius Valerius Maximus),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Moralidades,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA038,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,O Livro das Trovas de El-Rei Dom Diniz,Livro das Trovas de D. Dinis,,,,Poesia lírica,Lírica peninsular,,"Dinis (D.), Rei de Portugal",,,1,Península Ibérica (Portugal),Lisboa,38° 42′ 49″ N,9° 8′ 21″ W,,Poesia,,Idade Média Central (XI-XIII),,,
DUA005,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Miracula Sanctorum,Indeterminada,"""Lenda Dourada"", de Tiago de Voragine",,,Hagiografia,Indeterminada,,Desconhecido (Geral),,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,"""Lenda Dourada"", de Tiago de Voragine",Espiritualidade e religiosidade,Possível,Indeterminada,,,
DUA023,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Genesy,Genealogia dos Deuses dos Pagãos (Genealogia deorum gentilium),,,,Mitologia,Mitologia clássica,,Giovanni Bocácio,,,1,Península Itálica,Certaldo,43° 34′ 0″ N,11° 2′ 0″ E,,Outra,Indisputada,Baixa Idade Média (XIV-XV),,,
DUA041,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro de Logica,Sobre a Lógica,,,,Lógica,Filosofia islâmica,,Desconhecido (Geral),,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Filosofia e Artes liberais,,Indeterminada,,,
DUA039,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro da Corte Imperial,Livro da Corte Imperial,,,,Espiritualidade cristã,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
DUA037,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,O Livro da Cetraria por Castellão,Livro de Cetraria,,,,Cinegética,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA036,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,O Livro de Galaaz,Demanda do Santo Graal,Não aplicável,"Demanda roda em torno da figura de Galaad (Galaaz), o cavaleiro virgem e sem mácula, nascido do adultério de Lancelote com a filha do rei Pelles. Quando o romance começa. Galaad é armado cavaleiro pelo pai e chega a carte de Camelot no Pentecostes. Depois de vencer as provas da Seeda (assento) Perigosa e da Espada do Padrão, dá-se início a demanda (busca) do Santo Graal. em que participam todos os cavaleiros da Mesa Redonda. ainda que apenas três. Galaad. Boorz e Perseval. consigam chegar ao termo. Passadas muitas aventuras, chegam ao castelo de Orberic, onde encontram Pellean, o Rei Tolheito, acompanhado pelo Graal e pela Lança que sangra. Galaad entorna três gotas de sangue nas coxas do rei, que fica sarado. Embarca depois, com os seus companheiros, para Sarras, onde é coroado rei. José de Arimateia desce do céu para celebrar urna missa, durante a qua! desvenda a Galaad os últimos mistérios do Graal, que só ele podia contemplar. Galaad morre logo a seguir, enquanto uma mão transporta o Graal para o céu. Seguem-se as desgraças de Camelot: o rei Artur descobre o adultério da mulher com Lancelote, Mordred tenta usurpar o trono de Artur e ferem-se de morte mutuamente. Artur parte pelo mar fora, o rei Mars toma Camelot e destrói a Mesa Redonda.",Provável,Matéria da Bretanha,Matéria da Bretanha,,Anónimo (Idade Média Central),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,Não aplicável,Novelas de cavalaria,,Idade Média Central (XI-XIII),,,
DUA035,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Segredos de Aristotiles,Livro dos Segredos (Secretum Secretorum),,,,Alquimia,Alquimia,,Ps. Aristóteles,,,1,Desconhecido,,Não Aplicável,Não Aplicável,,Técnica,Indisputada,Idade Média Central (XI-XIII),,,
DUA034,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Regimento de Principes,Regimento de Príncipes,,,,Literatura didática,Ética cavaleiresca,,Gil de Roma,,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA033,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Merli,Livro de Merlim,,,,Matéria da Bretanha,,,Anónimo (Idade Média Central),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Novelas de cavalaria,,Idade Média Central (XI-XIII),,,
DUA032,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro da Montaria que compilou o vitorioso Rei Dom João ao qual Deus dê eternal gloria,Livro de Montaria,,,,Cinegética,Prática cavaleiresca,,"João I (D.), rei de Portugal",,,1,Península Ibérica (Portugal),Lisboa,38° 42′ 49″ N,9° 8′ 21″ W,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA026,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Coronica de Espanha,Historia Geral de Espanha,,,,Historiografia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,História,,Baixa Idade Média (XIV-XV),,,
DUA031,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Blivia,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,Indisputada,Antiguidade Clássica (V aC-III),,,
DUA042,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro das Pregações,Livro das Pregações,,,,Homilética,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
DUA030,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,O Amante,O Amante,,,,Contos morais e exemplares,Lírica inglesa,,John Gower,,,1,Ilhas Britânicas,Kent,51° 15′ 0″ N,0° 45′ 0″ E,,Moralidades,,Baixa Idade Média (XIV-XV),,,
DUA029,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro de Tristam,Livro de Tristão,,,,Matéria da Bretanha,Matéria da Bretanha,,Luc du Gast,,,1,França,Gasconha,43° 40′ 0″ N,0° 20′ 0″ E,,Novelas de cavalaria,,Idade Média Central (XI-XIII),,,
DUA028,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro dos Martyres,Martirológio,,,,Hagiografia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
DUA027,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Coronica de Portugal,Crónica de Portugal,,,,Cronística,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,História,,Baixa Idade Média (XIV-XV),,,
DUA025,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"O Livro de Salomão coberto de bezerro; provavelmente a Clavicula, atribuída ao rei Salomão",Clavícula (Clavicula Salomonis),,,,Alquimia,Alquimia,,Ps. Salomão,,,1,Desconhecido,,Não Aplicável,Não Aplicável,,Técnica,,Baixa Idade Média (XIV-XV),,,
DUA040,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro da Lepra encadernado em purgaminho,Sobre a Lepra,,,,Medicina,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Médica,,Baixa Idade Média (XIV-XV),,,
DUA024,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Estoria Geral,Historia Geral de Espanha,,,,Historiografia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,História,,Baixa Idade Média (XIV-XV),,,
FER024,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum offiçial grande,Livro de Ofícios (genérico),,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER023,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,O hordenayro de minha capella que he de seu costume [da sé de Lisboa],Ordinário,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER022,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum missal grande de seu costume [da sé de Lisboa],Missal,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER021,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro de papel per latim de muitas cousas místicas que foy do thesoureiro d'Evora,Livro de espiritualidade (indeterminado),,,,Por classificar,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Por classificar,,Baixa Idade Média (XIV-XV),,,
FER019,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Meditações [de Sancto Agostinho] em linguagem,Meditações,,,,Por classificar,,,Ps. Agostinho de Hipona,,,1,Desconhecido,,Não Aplicável,Não Aplicável,,Por classificar,,Baixa Idade Média (XIV-XV),,,
FER039,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum livro da vida de Sam Jeronymo em linguagem,Vida de São Jerónimo,,,,Hagiografia,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Indeterminada,,,
FER018,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,Solliloquio de Sancto Agostinho […] em linguagem,Solilóquio,,,,Por classificar,,,Agostinho de Hipona (Augustinus),,,1,Norte de África,Tagaste (atual Souk Ahras),36° 17′ 0″ N,7° 57′ 0″ E,,Por classificar,,Antiguidade Tardia (III-VIII),,,
FER020,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,outro livro que chamam Isaac em linguagem,Por classificar,,,,Por classificar,,,Isaac de Nínive,,,1,Médio Oriente,Nínive (atual Mossul),36° 20′ 0″ N,43° 7′ 0″ E,,Por classificar,,Antiguidade Tardia (III-VIII),,,
FER025,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,doze livros pequenos processionayros,Processionário,,,,Liturgia,,,Anónimo (Geral),,,12,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER038,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,O antifonayro que me envyou o cardeal,Antifonário de Missa,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
FER042,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,huum [livro pequeno d'orações] de purgaminho (…) cubertos de velludo preto,Livro de Orações (genérico),,,,Por classificar,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Por classificar,,Baixa Idade Média (XIV-XV),,,
FER040,D. Fernando,1402-1433,Mestre de Avis,?-?,Testamento,outro livro da Vida dos Santos em linguagem,Lenda Dourada (Legenda Aurea),,,,Hagiografia,,,Tiago de Voragine (Jacobus de Voragine),,,1,Península Itálica,Varazze,44° 21′ 0″ N,8° 34′ 0″ E,,Espiritualidade e religiosidade,,Idade Média Central (XI-XIII),,,
