ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,Expr1010,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma
AFO040,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,"Mestre João o Inglês, ou Duns Scoto",,,,,,,,João Duns Escoto (Johannes Duns Scotus),,Autor,1,Ilhas Britânicas,Duns,55° 46′ 0″ N,2° 20′ 0″ W,,,,Idade Média Central (XI-XIII),,,
AFO027,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Séneca,Por classificar,,,,Filosofia,,,Séneca (Lucius Annaeus Seneca),,Autor,1,Península Itálica,Córdova,37° 53′ 0″ N,4° 46′ 0″ W,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
AFO028,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Tito Lívio,Por classificar,,,,Historiografia,,,Tito Lívio (Titus Livius),,Autor,1,Península Itálica,Pádua,45° 24′ 0″ N,11° 52′ 0″ E,,História,,Antiguidade Clássica (V aC-III),,,
AFO029,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Ensinança dos moços fidalgos,,,,,,,,"Paulo Vergério, o Velho",,Autor,1,Península Itálica,Verona,45° 26′ 0″ N,10° 59′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
AFO030,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,"Regimento da Casa de Ricardo, senhor do castello Ambrósio",,,,,,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
AFO031,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Regimento de Príncipes,,,,,Literatura didática,,,Gil de Roma,,Autor,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Técnica,,Baixa Idade Média (XIV-XV),,,
AFO032,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Aristóteles,Por classificar,,,,Filosofia,,,Aristóteles,,Autor,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
AFO033,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Ptolomeu,Por classificar,,,,Astronomia / Astrologia,,,Ptolomeu (Claudius Ptolemaeus),,Autor,1,Norte de África,Alexandria,31° 12′ 0″ N,29° 55′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
AFO034,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Plínio,Por classificar,,,,Filosofia,,,"Plínio, o Antigo (Gaius Plinius Secundus)",,Autor,1,Península Itálica,Como,45° 48′ 0″ N,9° 5′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
AFO036,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Esidro,,,,,,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
AFO026,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Escritura Santa,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Antiguidade Clássica (V aC-III),,,
AFO039,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,"Gundofre, ou Gundolfo",,,,,,,,"Gundofre, ou Gundolfo",,Autor,1,,,,,,,,,,,
AFO035,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,Homero,,,,,Poesia épica,,,Homero (Hómēros),,Autor,1,Próximo Oriente,Esmirna (atual İzmir),38° 25′ 0″ N,27° 8′ 0″ E,,Poesia,,Época Arcaica (VIII-V aC),,,
AFO041,D. Afonso V,1432-1481,Rei de Portugal,1438-1481,Vários,"Pharsalia, canto X",Por classificar,,,,Poesia épica,,,Lucano (Marcus Annaeus Lucanus),,Autor,1,Península Ibérica,Córdova,37° 53′ 0″ N,4° 46′ 0″ W,,Poesia,,Antiguidade Clássica (V aC-III),,,
