ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,LocalMorte_Autor,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma,Forma,Suporte,DataProdOriginal_Obra,LugarProdOriginal_Obra,CopiasArquivisticas_Obra,EdicoesTextuais_Obra
246,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Liber Cataldi,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
247,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,De electione Romani Pontificis,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
248,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Sermones discipuli,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
249,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,De conformitate vite beati Francisci,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
250,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Meditacoes de Santo Agustinho,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
251,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Ethica,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
252,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,A paixam dos Mártires,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
253,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,A vida de Nossa Senhora,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
254,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Milagres de Nossa Senhora,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
255,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Contra os juizos dos strologos,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
256,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Coroaçam de Joham de Mena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
257,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Contemplaçam da paixam de Sam Joham,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
258,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Sermões de Sam Bernardo ad sororem,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
259,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Domingal do Breviairo de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
260,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,De proprietatibus rerum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
261,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Cronica de Boemia,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
262,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Etas mundi,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
263,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Marco Paulo,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
264,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Exemplario,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
265,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Bosco deleitoso,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
266,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Lucio Apuleio,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
267,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,De agricultura,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
268,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Exemplario,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
269,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,V.º missays. s. 1 de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
270,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,V.º missays. s. 1 de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
271,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,V.º missays. s. 1 de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
272,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,V.º missays. s. 1 de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
273,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,V.º missays. s. 1 de pena,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
274,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Missal domingal,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
275,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,quatro Breviayros,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
276,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,quatro Breviayros,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
277,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,quatro Breviayros,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
